utimesec    40.844342
stimesec    0.188167
ru_maxrss   205296
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   49955
ru_majflt   0
ru_nswap    0
ru_inblock  0
ru_oublock  10008
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    47659
ru_nivcsw   1251
